Node ID,Selected Expert,Probability
420,0,2.070389986038208
421,0,2.450573444366455
422,0,2.403521776199341
423,0,3.219278335571289
424,0,4.079550266265869
425,0,3.046632766723633
426,0,5.560113430023193
427,0,4.470273494720459
428,0,2.7647671699523926
429,0,2.433363676071167
430,0,3.5290863513946533
431,0,2.6394240856170654
432,0,2.617892026901245
433,0,1.6882109642028809
434,0,2.7697763442993164
435,0,3.492539167404175
436,0,2.0079081058502197
437,0,2.8899669647216797
438,0,3.0645859241485596
439,0,3.3426027297973633
440,0,2.040022611618042
441,0,2.2876405715942383
442,0,2.185077428817749
443,0,4.924411296844482
444,0,3.3554110527038574
445,0,2.710754871368408
446,0,2.532799243927002
447,0,3.373145580291748
448,0,2.609182596206665
449,0,1.897143006324768
450,0,2.714092493057251
451,0,2.8424549102783203
452,0,2.976182699203491
453,0,3.7609310150146484
454,0,4.973970890045166
455,0,2.2023916244506836
456,0,2.763416290283203
457,0,1.4522883892059326
458,0,1.8233734369277954
459,0,4.119278430938721
460,0,3.4501731395721436
461,0,2.169556140899658
462,0,1.957316517829895
463,0,2.2124102115631104
464,0,2.2766594886779785
465,0,2.5656096935272217
466,0,3.650967597961426
467,0,1.9271273612976074
468,0,3.68080997467041
469,0,3.449953079223633
470,0,2.6118242740631104
471,0,2.673388719558716
472,0,3.7489986419677734
473,0,3.564366102218628
474,0,3.6365137100219727
475,0,3.13592529296875
476,0,2.6312050819396973
477,0,2.136148452758789
478,0,2.811263084411621
479,0,3.0733628273010254
480,0,2.542419910430908
481,0,1.6664867401123047
482,0,1.9359108209609985
483,0,2.407020092010498
484,0,5.085782051086426
485,0,1.157119870185852
486,0,3.345125198364258
487,0,3.141449213027954
488,0,1.9815994501113892
489,0,6.079016208648682
490,0,1.9263159036636353
491,0,2.674525022506714
492,0,2.128695487976074
493,0,1.909509301185608
494,0,1.7524096965789795
495,0,3.6909475326538086
496,0,2.900726318359375
497,0,1.8616002798080444
498,0,2.641085386276245
499,0,2.16510009765625
500,0,3.679391860961914
501,0,3.304457664489746
502,0,2.2105438709259033
503,0,5.404669284820557
504,0,2.7037978172302246
505,0,1.0950578451156616
506,0,3.552530527114868
507,0,2.748823404312134
508,0,2.752455949783325
509,0,2.123225212097168
510,0,2.039302349090576
511,0,2.0763142108917236
512,0,5.462863445281982
513,0,2.6962404251098633
514,0,2.6863350868225098
515,0,3.60205340385437
516,0,2.1650195121765137
517,0,3.6097164154052734
518,0,2.8114848136901855
519,0,2.782931089401245
520,0,2.6362149715423584
521,0,3.2815206050872803
522,0,2.5276784896850586
523,0,4.094842910766602
524,0,2.468626022338867
525,0,1.5267993211746216
526,0,2.3660197257995605
527,0,3.1455771923065186
528,0,3.6633901596069336
529,0,2.5787460803985596
530,0,1.7752923965454102
531,0,1.613613486289978
532,0,2.5697662830352783
533,0,4.21097993850708
534,0,2.830613851547241
535,0,2.5755982398986816
536,0,1.9417169094085693
537,0,3.6283252239227295
538,0,4.792038917541504
539,0,3.5144639015197754
540,0,1.865180253982544
541,0,2.9286181926727295
542,0,2.1292884349823
543,0,1.764995813369751
544,0,3.2966580390930176
545,0,2.280522346496582
546,0,2.087055206298828
547,0,3.1695938110351562
548,0,1.8567701578140259
549,0,3.297855854034424
550,0,2.5395190715789795
551,0,2.180668592453003
552,0,2.6267149448394775
553,0,3.9049105644226074
554,0,3.2391743659973145
555,0,2.546523094177246
556,0,2.897233724594116
557,0,2.887876510620117
558,0,2.074594497680664
559,0,2.7921040058135986
560,0,2.7341456413269043
561,0,3.379253387451172
562,0,3.217792510986328
563,0,3.2175939083099365
564,0,3.087653160095215
565,0,3.4133708477020264
566,0,3.6700830459594727
567,0,3.4607901573181152
568,0,2.9313430786132812
569,0,2.3999602794647217
570,0,2.340569019317627
571,0,2.1236214637756348
572,0,2.43658447265625
573,0,3.747734546661377
574,0,4.1203742027282715
575,0,3.4418811798095703
576,0,1.936241865158081
577,0,2.4694771766662598
578,0,2.2865021228790283
579,0,3.3544671535491943
580,0,4.773252010345459
581,0,3.6874916553497314
582,0,2.796538829803467
583,0,2.7363383769989014
584,0,2.7980003356933594
585,0,1.5527817010879517
586,0,3.853590965270996
587,0,2.7576489448547363
588,0,2.3438539505004883
589,0,2.8715174198150635
590,0,2.5162127017974854
591,0,1.3906621932983398
592,0,2.2804434299468994
593,0,2.5557687282562256
594,0,1.73362135887146
595,0,4.222786903381348
596,0,1.7489598989486694
597,0,2.3224523067474365
598,0,4.788723945617676
599,0,4.2737603187561035
600,0,3.6678757667541504
601,0,2.3899033069610596
602,0,3.3940978050231934
603,0,2.5328853130340576
604,0,1.9099023342132568
605,0,3.6369521617889404
606,0,3.6985180377960205
607,0,2.5590176582336426
608,0,2.332698106765747
609,0,3.3624913692474365
610,0,3.0370242595672607
611,0,2.9296951293945312
612,0,1.7354185581207275
613,0,2.202920436859131
614,0,2.8740875720977783
615,0,2.1057662963867188
616,0,2.397869110107422
617,0,2.0807974338531494
618,0,2.778573513031006
619,0,3.147684097290039
620,0,2.77815580368042
621,0,2.9869372844696045
622,0,1.7679721117019653
623,0,2.16335129737854
624,0,3.731142520904541
625,0,2.443222761154175
626,0,2.5712039470672607
627,0,5.174716949462891
628,0,2.7943246364593506
629,0,2.089266777038574
630,0,3.0083842277526855
631,0,2.645254135131836
632,0,4.039910316467285
633,0,1.8718711137771606
634,0,3.9442636966705322
635,0,2.2182581424713135
636,0,2.601764440536499
637,0,2.6154510974884033
638,0,2.865278482437134
639,0,2.346784830093384
640,0,2.5519280433654785
641,0,2.6833043098449707
642,0,1.8586817979812622
643,0,2.104595899581909
644,0,2.369276523590088
645,0,3.064650058746338
646,0,2.0887842178344727
647,0,2.913236379623413
648,0,2.926621198654175
649,0,2.5471625328063965
650,0,2.2856059074401855
651,0,2.9845240116119385
652,0,2.5965754985809326
653,0,2.641678810119629
654,0,3.496950626373291
655,0,1.4785138368606567
656,0,2.993398427963257
657,0,1.750675082206726
658,0,3.2923924922943115
659,0,2.1659040451049805
660,0,2.646328926086426
661,0,1.9449373483657837
662,0,1.82145357131958
663,0,4.058581352233887
664,0,2.5764005184173584
665,0,2.5922577381134033
666,0,1.57841956615448
667,0,2.8127012252807617
668,0,2.840672254562378
669,0,2.271390199661255
670,0,3.174445390701294
671,0,1.7590827941894531
672,0,1.8591077327728271
673,0,0.9084320068359375
674,0,2.1569957733154297
675,0,2.3569343090057373
676,0,2.588031530380249
677,0,3.459531784057617
678,0,3.374471664428711
679,0,2.1573610305786133
680,0,2.1012651920318604
681,0,2.25121808052063
682,0,2.040764808654785
683,0,2.3204505443573
684,0,1.7973535060882568
685,0,4.105153560638428
686,0,3.4601993560791016
687,0,1.9918298721313477
688,0,2.1952433586120605
689,0,3.2504398822784424
690,0,4.222540855407715
691,0,4.61615514755249
692,0,3.8824870586395264
693,0,3.5131306648254395
694,0,4.123995304107666
695,0,2.8462917804718018
696,0,3.837416410446167
697,0,2.581836462020874
698,0,3.446362018585205
699,0,4.569822788238525
700,0,3.0878491401672363
701,0,2.8441526889801025
702,0,3.4500303268432617
703,0,3.2785494327545166
704,0,2.1207096576690674
705,0,3.253352403640747
706,0,3.4633896350860596
707,0,2.8678932189941406
708,0,2.8124194145202637
709,0,1.8292958736419678
710,0,3.0140910148620605
711,0,1.6075737476348877
712,0,3.0919606685638428
713,0,3.186586380004883
714,0,2.670126438140869
715,0,3.2407684326171875
716,0,2.5422987937927246
717,0,3.2400944232940674
718,0,1.9265449047088623
719,0,2.4716150760650635
720,0,2.7016818523406982
721,0,3.2579829692840576
722,0,3.364043951034546
723,0,2.8555655479431152
724,0,3.4923431873321533
725,0,2.8406200408935547
726,0,3.6594161987304688
727,0,4.434720516204834
728,0,3.632664442062378
729,0,2.6852810382843018
730,0,3.0978763103485107
731,0,2.0999720096588135
732,0,5.461138725280762
733,0,2.4941956996917725
734,0,5.547497272491455
735,0,3.3172924518585205
736,0,4.1207733154296875
737,0,1.9067202806472778
738,0,1.8492860794067383
739,0,2.7935991287231445
740,0,3.564746379852295
741,0,3.8568742275238037
742,0,2.5269718170166016
743,0,2.1521246433258057
744,0,2.479365110397339
745,0,3.3634145259857178
746,0,3.4460337162017822
747,0,3.6634724140167236
748,0,2.5336766242980957
749,0,3.322803497314453
750,0,3.0361900329589844
751,0,2.340122938156128
752,0,3.2771267890930176
753,0,4.807895183563232
754,0,4.0556230545043945
755,0,4.082973957061768
756,0,2.516658067703247
757,0,3.0261926651000977
758,0,2.7516496181488037
759,0,2.0474884510040283
760,0,2.161081552505493
761,0,5.115301609039307
762,0,2.950965642929077
763,0,3.901887893676758
764,0,1.517861008644104
765,0,2.8907389640808105
766,0,2.882612943649292
767,0,3.895934581756592
768,0,2.2914390563964844
769,0,3.0653696060180664
770,0,3.9058916568756104
771,0,2.8206679821014404
772,0,3.632157325744629
773,0,4.996862888336182
774,0,3.0262632369995117
775,0,2.902330160140991
776,0,5.769550323486328
777,0,3.236323356628418
778,0,2.558810234069824
779,0,1.980154275894165
780,0,2.5037646293640137
781,0,3.607440948486328
782,0,3.3469996452331543
783,0,3.691636800765991
784,0,2.820991039276123
785,0,3.7215027809143066
786,0,2.4767532348632812
787,0,2.3504674434661865
788,0,2.7474422454833984
789,0,3.1988112926483154
790,0,3.073211431503296
791,0,2.200772762298584
792,0,3.0747969150543213
793,0,4.744447708129883
794,0,3.751649856567383
795,0,1.9477872848510742
796,0,2.5080502033233643
797,0,3.2508926391601562
798,0,3.087367057800293
799,0,2.9340147972106934
800,0,2.499894380569458
801,0,3.3694469928741455
802,0,3.353593111038208
803,0,2.994056463241577
804,0,3.0720114707946777
805,0,3.002091646194458
806,0,3.390986680984497
807,0,3.8843905925750732
808,0,2.349910259246826
809,0,2.5042786598205566
810,0,2.4829819202423096
811,0,3.3333897590637207
812,0,2.5559041500091553
813,0,2.3788950443267822
814,0,1.792176365852356
815,0,2.5894293785095215
816,0,3.125690460205078
817,0,3.3468105792999268
818,0,4.557888031005859
819,0,2.6614012718200684
820,0,2.3685555458068848
821,0,2.0511090755462646
822,0,2.3562963008880615
823,0,3.135756015777588
824,0,2.061330556869507
825,0,4.174738883972168
826,0,2.35972261428833
827,0,2.682612657546997
828,0,2.3583710193634033
829,0,3.6923134326934814
830,0,3.3124094009399414
831,0,3.002046585083008
832,0,2.614741086959839
833,0,1.6177197694778442
834,0,1.6732151508331299
835,0,2.8242781162261963
836,0,3.4381089210510254
837,0,3.8308982849121094
838,0,3.2705929279327393
839,0,3.623628616333008
840,0,2.658499002456665
841,0,4.156976222991943
842,0,2.946871757507324
843,0,2.51131534576416
844,0,4.121835708618164
845,0,2.034959554672241
846,0,1.3886847496032715
847,0,2.9644811153411865
848,0,2.652390956878662
849,0,2.209458827972412
850,0,3.614384174346924
851,0,2.7416951656341553
852,0,2.0593247413635254
853,0,2.7268755435943604
854,0,1.908657431602478
855,0,1.9007402658462524
856,0,3.425065755844116
857,0,1.5368543863296509
858,0,3.6257123947143555
859,0,3.6834888458251953
860,0,2.6056034564971924
861,0,3.3886735439300537
862,0,2.1568727493286133
863,0,3.005204677581787
864,0,3.4974732398986816
865,0,2.376188039779663
866,0,1.4325363636016846
867,0,1.858376145362854
868,0,2.816588878631592
869,0,3.5150508880615234
870,0,1.7068041563034058
871,0,2.8350369930267334
872,0,1.1708629131317139
873,0,1.9642457962036133
874,0,2.0484089851379395
875,0,3.7613253593444824
876,0,3.419395923614502
877,0,1.7345870733261108
878,0,1.969581127166748
879,0,2.7458596229553223
880,0,2.338750123977661
881,0,2.3185291290283203
882,0,2.403339385986328
883,0,2.5628840923309326
884,0,2.3195383548736572
885,0,2.4869771003723145
886,0,1.4658994674682617
887,0,3.3918631076812744
888,0,2.9763290882110596
889,0,2.2732014656066895
890,0,3.142646312713623
891,0,4.392013072967529
892,0,3.0296359062194824
893,0,3.009185552597046
894,0,3.392340898513794
895,0,3.717303991317749
896,0,5.250685214996338
897,0,2.487273931503296
898,0,3.011619806289673
899,0,2.5117549896240234
900,0,2.0677785873413086
901,0,2.158543109893799
902,0,3.658792018890381
903,0,2.82389497756958
904,0,2.5830705165863037
905,0,3.8117175102233887
906,0,5.275136470794678
907,0,2.058417797088623
908,0,1.8002749681472778
909,0,1.7823048830032349
910,0,3.339942693710327
911,0,1.7636606693267822
912,0,2.195448160171509
913,0,2.5026333332061768
914,0,2.412733793258667
915,0,4.235281944274902
916,0,3.701756715774536
917,0,3.3905975818634033
918,0,2.926408290863037
919,0,2.9597442150115967
920,0,4.400692462921143
921,0,2.740588903427124
922,0,3.1702523231506348
923,0,2.849865198135376
924,0,2.80450701713562
925,0,1.9841158390045166
926,0,2.8003451824188232
927,0,2.805962085723877
928,0,3.1745548248291016
929,0,2.4643044471740723
930,0,2.137763738632202
931,0,2.2876012325286865
932,0,2.369802951812744
933,0,2.2628297805786133
934,0,2.7108449935913086
935,0,1.7659928798675537
936,0,2.168203353881836
937,0,2.8625524044036865
938,0,3.1750268936157227
939,0,3.7699637413024902
940,0,4.921053409576416
941,0,5.61751651763916
942,0,4.025809288024902
943,0,3.23582124710083
944,0,2.2154040336608887
945,0,3.426889657974243
946,0,2.5898683071136475
947,0,3.426384449005127
948,0,2.8783557415008545
949,0,2.6691837310791016
950,0,3.3994133472442627
951,0,2.9292049407958984
952,0,2.5712077617645264
953,0,2.1803343296051025
954,0,3.380667209625244
955,0,3.821307420730591
956,0,3.32766056060791
957,0,2.322824716567993
958,0,2.935542106628418
959,0,3.6931920051574707
960,0,2.7424659729003906
961,0,4.231484413146973
962,0,3.295534610748291
963,0,2.834707260131836
964,0,2.874520778656006
965,0,2.4642810821533203
966,0,3.1370396614074707
967,0,2.810274124145508
968,0,3.4990501403808594
969,0,3.091364860534668
970,0,2.8353710174560547
971,0,3.5527448654174805
972,0,2.325195074081421
973,0,4.182572364807129
974,0,3.5486178398132324
975,0,2.82205867767334
976,0,2.2954697608947754
977,0,2.868567943572998
978,0,3.6965317726135254
979,0,3.5848164558410645
980,0,3.843470811843872
981,0,4.159000873565674
982,0,2.722116231918335
983,0,3.012568950653076
984,0,2.7175889015197754
985,0,1.505732774734497
986,0,2.7189722061157227
987,0,1.6990255117416382
988,0,1.932447075843811
989,0,3.9592771530151367
990,0,3.8647608757019043
991,0,4.333521842956543
992,0,2.49873423576355
993,0,3.994647979736328
994,0,2.9128944873809814
995,0,3.8583292961120605
996,0,1.735549807548523
997,0,1.211989164352417
998,0,1.7316687107086182
999,0,3.3734939098358154
1000,0,3.0339722633361816
1001,0,1.885014533996582
1002,0,1.8355681896209717
1003,0,6.050388813018799
1004,0,2.472342014312744
1005,0,1.677492380142212
1006,0,3.4995718002319336
1007,0,3.4745728969573975
1008,0,1.9897277355194092
1009,0,4.31273889541626
1010,0,2.438671112060547
1011,0,2.741495370864868
1012,0,3.9050140380859375
1013,0,3.727090835571289
1014,0,4.3013081550598145
1015,0,4.251659393310547
1016,0,4.3960723876953125
1017,0,2.732675790786743
1018,0,3.50163197517395
1019,0,4.249337196350098
1020,0,3.424910545349121
1021,0,3.7314155101776123
1022,0,3.5775744915008545
1023,0,3.2331137657165527
1024,0,3.771517038345337
1025,0,1.4871429204940796
1026,0,1.9022266864776611
1027,0,3.932497501373291
1028,0,4.137730121612549
1029,0,3.4089057445526123
1030,0,3.157496452331543
1031,0,3.491049289703369
1032,0,2.2235453128814697
1033,0,1.6688849925994873
1034,0,3.1236183643341064
1035,0,2.262223243713379
1036,0,4.14547061920166
1037,0,3.1803231239318848
1038,0,1.764610767364502
1039,0,1.9989250898361206
1040,0,4.225988864898682
1041,0,2.095801830291748
1042,0,3.056190252304077
1043,0,2.894700765609741
1044,0,2.1917641162872314
1045,0,3.293917655944824
1046,0,2.317004680633545
1047,0,3.6837353706359863
1048,0,4.0054497718811035
1049,0,2.745950698852539
1050,0,3.1304426193237305
1051,0,5.64195442199707
1052,0,3.3462882041931152
1053,0,2.403914451599121
1054,0,3.04905366897583
1055,0,3.1589102745056152
1056,0,3.9652490615844727
1057,0,5.083721160888672
1058,0,3.5604422092437744
1059,0,2.5457024574279785
1060,0,2.3997645378112793
1061,0,2.8716847896575928
1062,0,3.753807544708252
1063,0,5.008248805999756
1064,0,3.7929444313049316
1065,0,3.5772757530212402
1066,0,3.6257193088531494
1067,0,2.4035143852233887
1068,0,5.896665573120117
1069,0,3.668745756149292
1070,0,2.992645502090454
1071,0,3.8387091159820557
1072,0,2.149399757385254
1073,0,3.294541358947754
1074,0,4.057125091552734
1075,0,3.2103116512298584
1076,0,1.9594435691833496
1077,0,2.115370512008667
1078,0,1.6952202320098877
1079,0,4.59065055847168
1080,0,4.2455949783325195
1081,0,2.8631086349487305
1082,0,1.5051058530807495
1083,0,2.7509706020355225
1084,0,4.915327072143555
1085,0,3.8265440464019775
1086,0,5.208423614501953
1087,0,1.7956569194793701
1088,0,3.5446200370788574
1089,0,2.472576141357422
1090,0,3.5742437839508057
1091,0,1.9928269386291504
1092,0,1.2784154415130615
1093,0,2.077446222305298
1094,0,2.34501051902771
1095,0,1.8100409507751465
1096,0,2.3989548683166504
1097,0,2.8473029136657715
1098,0,3.362230062484741
1099,0,3.286466598510742
1100,0,1.7783524990081787
1101,0,2.967064380645752
1102,0,2.8583810329437256
1103,0,3.967620849609375
1104,0,2.588493585586548
